zone,gender,age,indigenous,fam_members,eapop,labcat,labbranch,firm_size,formality,work_hours,work_income,educ,poverty,job_tenure
urban,woman,23,other,3,0,,,,,,,12,notpoor,
urban,woman,20,other,3,0,,,,,,,12,notpoor,
urban,woman,67,other,1,0,,,,,,,12,notpoor,
urban,man,76,indigenous,2,1,selfemployed,services,small,0,9,3300,1,notpoor,0.0191791
urban,woman,76,indigenous,2,0,,,,,,,0,notpoor,
urban,man,23,other,1,1,employee,services,medium,0,30,2666.667,16,notpoor,2
urban,woman,82,indigenous,1,0,,,,,,,0,notpoor,
urban,man,45,other,3,1,employee,construction,small,0,48,3000,12,notpoor,0.25
urban,man,22,other,3,1,,,,0,,,12,notpoor,
urban,man,20,other,3,0,,,,,,,13,notpoor,
urban,man,40,other,5,1,employee,trade,small,1,40,2866.667,14,notpoor,15
urban,woman,35,other,5,1,employee,services,medium,1,40,3068.333,12,notpoor,6
urban,woman,14,other,5,0,,,,,,,7,notpoor,
urban,woman,9,other,5,0,,,,,,,3,notpoor,
urban,woman,7,other,5,0,,,,,,,1,notpoor,
urban,man,30,other,4,1,selfemployed,agriculture,small,0,40,1200,12,poor,1
urban,woman,28,other,4,0,,,,,,,15,poor,
urban,man,6,other,4,0,,,,,,,0,poor,
urban,man,4,other,4,0,,,,,,,0,poor,
urban,man,53,other,6,1,selfemployed,manufacture,small,0,45,1440,12,notpoor,10
urban,woman,50,other,6,0,,,,,,,12,notpoor,
urban,woman,28,other,6,1,employee,services,large,1,40,4000,17,notpoor,1
urban,woman,22,other,6,0,,,,,,,14,notpoor,
urban,man,19,other,6,0,,,,,,,12,notpoor,
urban,man,23,other,6,1,,,,0,,,13,notpoor,
urban,woman,66,other,3,0,,,,,,,17,notpoor,
urban,man,30,other,3,1,selfemployed,transportation,small,0,30,1920,14,notpoor,1
urban,woman,7,other,3,0,,,,,,,1,notpoor,
urban,man,76,other,1,0,,,,,,,2,notpoor,
urban,man,51,other,4,1,employee,trade,large,1,40,4000,12,notpoor,17
urban,woman,46,other,4,1,employee,services,medium,1,30,2500,15,notpoor,2
urban,man,25,other,4,0,,,,,,,16,notpoor,
urban,woman,18,other,4,0,,,,,,,12,notpoor,
urban,woman,35,other,3,1,selfemployed,services,small,0,6,450,2,poor,1
urban,man,6,other,3,0,,,,,,,0,poor,
urban,man,5,other,3,0,,,,,,,0,poor,
urban,man,53,other,7,1,selfemployed,transportation,small,0,84,2400,3,notpoor,40
urban,woman,55,other,7,0,,,,,,,3,notpoor,
urban,woman,32,other,7,1,employee,services,,0,40,2800,16,notpoor,3
urban,woman,22,other,7,0,,,,,,,12,notpoor,
urban,man,33,other,7,1,selfemployed,transportation,small,0,72,3000,12,notpoor,8
urban,man,17,other,7,0,,,,,,,9,notpoor,
urban,woman,6,other,7,0,,,,,,,0,notpoor,
urban,man,54,other,6,1,selfemployed,transportation,small,0,70,2160,12,poor,10
urban,woman,50,other,6,1,selfemployed,trade,small,0,72,1500,12,poor,7
urban,woman,22,other,6,1,,,,0,,,13,poor,
urban,man,20,other,6,1,,,,0,,,13,poor,
urban,man,14,other,6,0,,,,,,,7,poor,
urban,woman,7,other,6,0,,,,,,,1,poor,
urban,man,46,other,4,1,employer,manufacture,small,1,48,2500,17,poor,18
urban,woman,43,other,4,0,,,,,,,17,poor,
urban,woman,21,other,4,0,,,,,,,13,poor,
urban,man,18,other,4,0,,,,,,,12,poor,
urban,woman,49,other,3,1,employee,services,large,1,48,4641.667,14,notpoor,2
urban,man,27,other,3,1,,,,0,,,13,notpoor,
urban,man,7,other,3,0,,,,,,,0,notpoor,
urban,man,55,other,5,0,,,,,,,17,notpoor,
urban,woman,50,other,5,1,employee,services,large,0,25,4575,15,notpoor,5
urban,man,21,other,5,0,,,,,,,13,notpoor,
urban,man,21,other,5,0,,,,,,,12,notpoor,
urban,man,18,other,5,0,,,,,,,11,notpoor,
urban,woman,39,other,2,1,employee,services,medium,1,40,4350,17,notpoor,0.6666667
urban,woman,5,other,2,0,,,,,,,0,notpoor,
urban,man,39,indigenous,5,1,employer,trade,small,1,40,8000,15,notpoor,1
urban,woman,35,indigenous,5,1,employee,trade,small,0,40,4000,12,notpoor,1
urban,man,18,other,5,0,,,,,,,11,notpoor,
urban,woman,14,other,5,0,,,,,,,7,notpoor,
urban,woman,10,indigenous,5,0,,,,,,,4,notpoor,
urban,man,75,indigenous,2,0,,,,,,,12,notpoor,
urban,woman,70,indigenous,2,0,,,,,,,12,notpoor,
urban,man,57,other,4,1,selfemployed,finance,small,1,48,8000,12,notpoor,16
urban,woman,46,indigenous,4,1,selfemployed,services,small,0,30,4500,17,notpoor,20
urban,man,12,other,4,0,,,,,,,6,notpoor,
urban,man,7,other,4,0,,,,,,,0,notpoor,
urban,man,55,indigenous,5,1,employee,services,large,1,48,10193.33,17,notpoor,15
urban,woman,45,indigenous,5,1,selfemployed,trade,small,0,60,4000,14,notpoor,1.25
urban,woman,22,other,5,1,employee,services,large,0,15,1160,17,notpoor,0.6666667
urban,man,16,other,5,0,,,,,,,11,notpoor,
urban,man,5,other,5,0,,,,,,,0,notpoor,
urban,man,35,other,3,1,employee,services,medium,0,31.25,2800,16,notpoor,0.8333333
urban,woman,27,other,3,1,employee,services,medium,0,21.25,2200,17,notpoor,0.1666667
urban,woman,0,other,3,0,,,,,,,,notpoor,
urban,woman,58,other,2,1,employee,manufacture,medium,1,41.25,5689.667,16,notpoor,10
urban,man,22,other,2,0,,,,,,,13,notpoor,
urban,man,45,other,5,1,selfemployed,services,small,1,41.25,14000,17,notpoor,18
urban,woman,44,other,5,1,selfemployed,trade,small,0,37.5,2000,17,notpoor,10
urban,man,15,other,5,0,,,,,,,9,notpoor,
urban,woman,12,other,5,0,,,,,,,6,notpoor,
urban,woman,9,other,5,0,,,,,,,2,notpoor,
urban,man,27,indigenous,3,1,employee,construction,small,0,40,3600,15,poor,0.1666667
urban,woman,26,other,3,0,,,,,,,14,poor,
urban,man,2,indigenous,3,0,,,,,,,,poor,
urban,man,29,indigenous,5,1,selfemployed,manufacture,small,0,60,2644.5,9,poor,9
urban,woman,32,indigenous,5,1,unpaid,manufacture,small,0,16,0,12,poor,8
urban,woman,9,indigenous,5,0,,,,,,,3,poor,
urban,woman,4,indigenous,5,0,,,,,,,0,poor,
urban,man,2,indigenous,5,0,,,,,,,,poor,
urban,man,18,indigenous,2,1,employee,manufacture,small,0,48,1400,10,poor,0.1666667
urban,woman,18,indigenous,2,0,,,,,,,12,poor,
urban,woman,55,indigenous,2,1,selfemployed,trade,small,0,40,2100,3,notpoor,10
urban,man,22,indigenous,2,1,selfemployed,transportation,small,0,72,4200,15,notpoor,2
urban,man,30,other,5,1,employee,trade,medium,0,60,2633.333,6,poor,2
urban,woman,29,other,5,0,,,,,,,6,poor,
urban,woman,11,other,5,0,,,,,,,5,poor,
urban,woman,8,other,5,0,,,,,,,2,poor,
urban,woman,4,other,5,0,,,,,,,0,poor,
urban,woman,44,other,7,1,employee,manufacture,medium,0,60,2316.667,3,notpoor,12
urban,woman,33,other,7,1,employee,services,medium,0,40,3833.333,17,notpoor,4
urban,woman,23,other,7,0,,,,,,,5,notpoor,
urban,woman,19,other,7,0,,,,,,,12,notpoor,
urban,man,19,other,7,1,employee,manufacture,medium,0,60,2150,12,notpoor,0.9166667
urban,man,2,other,7,0,,,,,,,,notpoor,
urban,man,0,other,7,0,,,,,,,,notpoor,
urban,woman,62,other,5,0,,,,,,,0,poor,
urban,woman,35,other,5,1,employee,manufacture,medium,0,70,2400,8,poor,10
urban,woman,17,other,5,0,,,,,,,10,poor,
urban,man,13,other,5,0,,,,,,,6,poor,
urban,woman,1,other,5,0,,,,,,,,poor,
urban,woman,31,other,2,1,employee,services,medium,0,48,1969.667,5,notpoor,8
urban,man,12,other,2,0,,,,,,,5,notpoor,
urban,man,38,other,5,1,employee,services,medium,1,40,4091.667,15,poor,6
urban,woman,30,other,5,0,,,,,,,11,poor,
urban,man,10,other,5,0,,,,,,,4,poor,
urban,woman,8,other,5,0,,,,,,,2,poor,
urban,man,2,other,5,0,,,,,,,,poor,
urban,man,63,indigenous,2,1,selfemployed,trade,small,0,40,1500,12,notpoor,10
urban,woman,60,indigenous,2,1,selfemployed,trade,small,0,72,2850,6,notpoor,12
urban,man,45,indigenous,9,1,employee,construction,medium,0,60,3600,3,poor,0.0767165
urban,man,21,other,9,1,,,,0,,,12,poor,
urban,man,15,other,9,0,,,,,,,7,poor,
urban,man,11,other,9,0,,,,,,,5,poor,
urban,man,8,other,9,0,,,,,,,2,poor,
urban,man,4,other,9,0,,,,,,,0,poor,
urban,man,26,other,9,1,selfemployed,manufacture,small,0,54,2800,12,poor,1
urban,woman,25,other,9,1,unpaid,manufacture,small,0,18,0,10,poor,1
urban,woman,3,other,9,0,,,,,,,,poor,
urban,man,64,indigenous,2,1,selfemployed,agriculture,small,0,50,633.3333,3,poor,30
urban,woman,66,indigenous,2,1,unpaid,agriculture,small,0,32,0,0,poor,30
urban,woman,62,other,4,0,,,,,,,4,notpoor,
urban,man,64,other,4,1,selfemployed,transportation,small,0,45,4600,6,notpoor,15
urban,woman,19,other,4,0,,,,,,,11,notpoor,
urban,man,17,other,4,0,,,,,,,10,notpoor,
urban,woman,55,other,3,1,selfemployed,trade,small,0,48,1075,5,poor,2
urban,man,16,other,3,1,employee,construction,small,0,18,2400,9,poor,1
urban,man,12,other,3,0,,,,,,,5,poor,
urban,woman,63,indigenous,1,0,,,,,,,4,notpoor,
urban,man,25,other,6,1,employee,services,large,1,50,3800,11,poor,1.166667
urban,woman,25,other,6,0,,,,,,,1,poor,
urban,man,7,other,6,0,,,,,,,0,poor,
urban,man,5,other,6,0,,,,,,,0,poor,
urban,woman,3,other,6,0,,,,,,,,poor,
urban,woman,3,other,6,0,,,,,,,,poor,
urban,man,57,other,2,0,,,,,,,12,notpoor,
urban,woman,55,other,2,0,,,,,,,10,notpoor,
urban,man,32,other,5,1,employer,trade,small,0,40,8225,12,notpoor,10
urban,woman,31,other,5,0,,,,,,,11,notpoor,
urban,man,9,other,5,0,,,,,,,3,notpoor,
urban,man,7,other,5,0,,,,,,,1,notpoor,
urban,man,6,other,5,0,,,,,,,0,notpoor,
urban,woman,53,indigenous,4,1,selfemployed,agriculture,small,0,42,1646.667,5,notpoor,20
urban,man,27,other,4,1,employee,construction,medium,0,48,2580,14,notpoor,0.1666667
urban,man,22,other,4,1,unpaid,agriculture,small,0,28,0,12,notpoor,10
urban,man,19,other,4,1,employee,services,small,0,32,1500,13,notpoor,0.1666667
urban,woman,50,indigenous,2,1,selfemployed,agriculture,small,0,35,483.3333,2,notpoor,10
urban,woman,22,other,2,1,employee,trade,small,0,24,1000,14,notpoor,0.3333333
urban,man,58,indigenous,5,1,employee,services,large,1,40,5500,17,notpoor,18
urban,woman,56,indigenous,5,1,selfemployed,agriculture,small,0,2,1141.667,4,notpoor,25
urban,woman,25,other,5,1,selfemployed,services,small,0,60,1800,15,notpoor,0.1666667
urban,man,21,other,5,1,employee,construction,small,0,48,2580,7,notpoor,0.0833333
urban,woman,14,other,5,0,,,,,,,8,notpoor,
urban,man,58,indigenous,3,1,employee,construction,small,0,48,2580,3,notpoor,0.25
urban,woman,54,indigenous,3,1,selfemployed,agriculture,small,0,2,1473.333,0,notpoor,20
urban,woman,20,other,3,0,,,,,,,3,notpoor,
urban,man,64,other,3,1,selfemployed,agriculture,small,0,14,360,6,notpoor,44
urban,woman,14,other,3,0,,,,,,,6,notpoor,
urban,woman,5,other,3,0,,,,,,,0,notpoor,
urban,man,57,other,7,1,selfemployed,agriculture,small,0,16,4257.667,17,poor,15
urban,woman,44,other,7,1,unpaid,agriculture,small,0,15,0,5,poor,10
urban,man,23,other,7,1,selfemployed,construction,small,0,4,2400,14,poor,0.0833333
urban,man,21,other,7,0,,,,,,,12,poor,
urban,man,19,other,7,0,,,,,,,13,poor,
urban,woman,14,other,7,0,,,,,,,8,poor,
urban,woman,7,other,7,0,,,,,,,1,poor,
urban,man,43,other,6,1,selfemployed,construction,small,0,48,3600,3,poor,30
urban,woman,39,other,6,0,,,,,,,3,poor,
urban,woman,17,other,6,1,employee,trade,small,0,9,1500,9,poor,1
urban,man,14,other,6,0,,,,,,,7,poor,
urban,man,10,other,6,0,,,,,,,4,poor,
urban,woman,6,other,6,0,,,,,,,0,poor,
urban,man,70,other,9,0,,,,,,,0,poor,
urban,woman,34,other,9,1,selfemployed,manufacture,medium,0,42,1800,2,poor,7
urban,man,10,other,9,0,,,,,,,0,poor,
urban,man,8,other,9,0,,,,,,,1,poor,
urban,man,4,other,9,0,,,,,,,0,poor,
urban,man,2,other,9,0,,,,,,,,poor,
urban,woman,28,other,9,1,employee,agriculture,small,0,66,1521.5,3,poor,2
urban,man,9,other,9,0,,,,,,,2,poor,
urban,woman,5,other,9,0,,,,,,,0,poor,
urban,man,28,other,6,1,selfemployed,trade,small,0,56,6300,9,notpoor,3
urban,woman,26,other,6,0,,,,,,,6,notpoor,
urban,man,7,other,6,0,,,,,,,1,notpoor,
urban,man,5,other,6,0,,,,,,,0,notpoor,
urban,woman,1,other,6,0,,,,,,,,notpoor,
urban,woman,1,other,6,0,,,,,,,,notpoor,
urban,man,31,other,5,1,selfemployed,trade,small,0,48,1800,15,poor,5
urban,woman,29,other,5,0,,,,,,,12,poor,
urban,man,10,other,5,0,,,,,,,3,poor,
urban,woman,6,other,5,0,,,,,,,0,poor,
urban,woman,0,other,5,0,,,,,,,,poor,
urban,man,68,other,1,0,,,,,,,12,notpoor,
urban,man,43,other,3,1,selfemployed,transportation,small,0,30,5400,3,poor,2
urban,woman,43,other,3,0,,,,,,,3,poor,
urban,man,17,other,3,0,,,,,,,10,poor,
urban,man,66,other,2,1,selfemployed,agriculture,small,0,40,1750,2,notpoor,50
urban,woman,67,other,2,0,,,,,,,3,notpoor,
urban,woman,37,other,3,1,selfemployed,agriculture,small,0,48,2166.667,5,notpoor,25
urban,man,15,other,3,1,unpaid,agriculture,small,0,40,0,8,notpoor,5
urban,man,13,other,3,1,unpaid,agriculture,small,0,32,0,6,notpoor,2
urban,woman,50,other,3,1,selfemployed,agriculture,small,0,25,2400,1,notpoor,20
urban,man,15,other,3,1,unpaid,agriculture,small,0,15,0,8,notpoor,5
urban,woman,10,other,3,1,selfemployed,agriculture,small,0,12,1200,4,notpoor,0.8333333
urban,man,24,other,3,1,selfemployed,agriculture,small,0,40,2416.667,15,poor,3
urban,woman,35,other,3,0,,,,,,,14,poor,
urban,woman,0,other,3,0,,,,,,,,poor,
urban,woman,24,other,4,0,,,,,,,15,poor,
urban,man,21,other,4,0,,,,,,,13,poor,
urban,man,19,other,4,0,,,,,,,12,poor,
urban,man,18,other,4,0,,,,,,,10,poor,
urban,man,43,other,5,1,selfemployed,agriculture,small,0,40,2795,6,notpoor,25
urban,woman,40,other,5,1,unpaid,agriculture,small,0,32,0,5,notpoor,20
urban,man,18,other,5,1,unpaid,agriculture,small,0,32,0,10,notpoor,10
urban,woman,6,other,5,0,,,,,,,0,notpoor,
urban,man,5,other,5,0,,,,,,,0,notpoor,
urban,man,18,other,4,0,,,,,,,12,poor,
urban,man,15,other,4,0,,,,,,,9,poor,
urban,man,9,other,4,0,,,,,,,3,poor,
urban,woman,6,other,4,0,,,,,,,0,poor,
urban,man,32,other,3,1,employee,services,small,0,40,2000,14,poor,1
urban,woman,34,indigenous,3,0,,,,,,,12,poor,
urban,woman,10,other,3,0,,,,,,,4,poor,
urban,man,53,other,2,1,selfemployed,trade,small,0,40,2405,12,notpoor,5
urban,woman,47,other,2,0,,,,,,,10,notpoor,
urban,man,38,indigenous,5,1,selfemployed,transportation,small,0,50,1950,5,poor,8
urban,woman,39,indigenous,5,0,,,,,,,5,poor,
urban,man,17,other,5,0,,,,,,,11,poor,
urban,man,12,other,5,0,,,,,,,5,poor,
urban,woman,9,other,5,0,,,,,,,3,poor,
urban,man,65,other,3,1,employee,agriculture,small,0,40,3000,2,notpoor,0.0575374
urban,man,18,other,3,1,selfemployed,trade,small,0,6,3000,11,notpoor,0.0833333
urban,man,14,other,3,0,,,,,,,8,notpoor,
urban,man,32,other,5,1,selfemployed,construction,small,0,48,3300,12,notpoor,0.0383583
urban,woman,30,other,5,1,employee,manufacture,small,0,48,2250,4,notpoor,0.5
urban,man,12,other,5,0,,,,,,,4,notpoor,
urban,man,9,other,5,0,,,,,,,1,notpoor,
urban,woman,6,other,5,0,,,,,,,0,notpoor,
urban,man,26,other,3,1,selfemployed,trade,small,0,48,1800,12,poor,0.5
urban,woman,21,other,3,0,,,,,,,12,poor,
urban,man,0,other,3,0,,,,,,,,poor,
urban,man,23,other,4,1,employee,services,small,0,48,2000,12,poor,9
urban,woman,20,other,4,0,,,,,,,12,poor,
urban,man,3,other,4,0,,,,,,,,poor,
urban,man,1,other,4,0,,,,,,,,poor,
urban,man,58,other,3,1,selfemployed,manufacture,small,0,60,1700,13,notpoor,33
urban,woman,56,indigenous,3,1,selfemployed,trade,small,0,22,4740,1,notpoor,16
urban,woman,28,other,3,1,selfemployed,manufacture,small,0,48,1800,13,notpoor,3
urban,man,52,other,5,1,selfemployed,construction,small,0,60,4833.333,3,notpoor,0.1666667
urban,woman,43,other,5,1,selfemployed,trade,small,0,22,1999.5,2,notpoor,15
urban,woman,22,other,5,1,selfemployed,manufacture,small,0,42,2392,14,notpoor,1
urban,woman,17,other,5,0,,,,,,,10,notpoor,
urban,man,10,other,5,0,,,,,,,3,notpoor,
urban,woman,27,other,5,1,selfemployed,trade,small,0,48,1457.7,12,poor,3
urban,man,2,other,5,0,,,,,,,,poor,
urban,man,21,other,5,0,,,,,,,13,poor,
urban,man,15,other,5,0,,,,,,,10,poor,
urban,man,11,other,5,0,,,,,,,5,poor,
urban,woman,38,indigenous,3,0,,,,,,,1,notpoor,
urban,woman,14,other,3,0,,,,,,,8,notpoor,
urban,man,12,other,3,0,,,,,,,5,notpoor,
urban,man,32,indigenous,2,1,employee,construction,small,0,48,2500,14,notpoor,0.25
urban,man,9,indigenous,2,0,,,,,,,3,notpoor,
urban,man,42,other,4,1,selfemployed,construction,small,0,48,2322,17,notpoor,0.0833333
urban,woman,31,other,4,1,employee,services,large,1,40,3291.667,17,notpoor,2
urban,man,9,other,4,0,,,,,,,2,notpoor,
urban,woman,5,other,4,0,,,,,,,0,notpoor,
urban,woman,50,indigenous,1,1,selfemployed,manufacture,small,0,35,1390,3,notpoor,20
urban,man,55,indigenous,5,1,selfemployed,transportation,small,0,48,3940,4,notpoor,4
urban,woman,55,indigenous,5,0,,,,,,,4,notpoor,
urban,man,23,indigenous,5,0,,,,,,,16,notpoor,
urban,woman,29,indigenous,5,1,employee,finance,medium,0,48,3900,17,notpoor,0.6666667
urban,woman,4,indigenous,5,0,,,,,,,0,notpoor,
urban,man,36,indigenous,6,1,employee,services,medium,1,20,4383.333,17,notpoor,2
urban,woman,35,indigenous,6,1,employee,services,medium,1,25,4375,17,notpoor,12
urban,man,12,other,6,0,,,,,,,6,notpoor,
urban,man,9,other,6,0,,,,,,,3,notpoor,
urban,man,5,other,6,0,,,,,,,0,notpoor,
urban,woman,0,other,6,0,,,,,,,,notpoor,
urban,man,67,other,2,0,,,,,,,5,poor,
urban,woman,62,other,2,0,,,,,,,3,poor,
urban,woman,33,indigenous,3,1,employee,trade,medium,0,84,2000,14,notpoor,1
urban,woman,7,indigenous,3,0,,,,,,,3,notpoor,
urban,woman,2,indigenous,3,0,,,,,,,,notpoor,
urban,woman,57,other,7,1,selfemployed,trade,small,0,49,2500,10,poor,4
urban,man,14,other,7,0,,,,,,,7,poor,
urban,woman,13,other,7,0,,,,,,,5,poor,
urban,woman,25,other,7,0,,,,,,,8,poor,
urban,man,26,other,7,1,selfemployed,construction,small,0,60,2700,12,poor,0.0383583
urban,woman,8,other,7,0,,,,,,,2,poor,
urban,woman,7,other,7,0,,,,,,,1,poor,
urban,man,32,other,5,1,employee,manufacture,large,1,48,4162.5,8,poor,8
urban,woman,32,other,5,0,,,,,,,3,poor,
urban,woman,9,other,5,0,,,,,,,3,poor,
urban,man,8,other,5,0,,,,,,,1,poor,
urban,woman,5,other,5,0,,,,,,,0,poor,
urban,man,45,indigenous,5,1,selfemployed,trade,small,0,42,5000,15,notpoor,4
urban,woman,44,indigenous,5,0,,,,,,,12,notpoor,
urban,man,23,indigenous,5,1,employee,trade,small,0,54,1300,12,notpoor,2
urban,man,14,other,5,0,,,,,,,7,notpoor,
urban,woman,12,indigenous,5,0,,,,,,,6,notpoor,
urban,man,36,other,6,1,employee,transportation,large,1,40,3875,12,poor,4
urban,woman,34,other,6,0,,,,,,,12,poor,
urban,woman,18,other,6,0,,,,,,,13,poor,
urban,woman,15,other,6,0,,,,,,,8,poor,
urban,man,12,other,6,0,,,,,,,6,poor,
urban,man,8,other,6,0,,,,,,,2,poor,
urban,man,41,other,4,1,selfemployed,construction,small,0,60,3225,10,poor,0.5
urban,woman,45,other,4,0,,,,,,,5,poor,
urban,woman,20,other,4,0,,,,,,,12,poor,
urban,woman,15,other,4,0,,,,,,,7,poor,
urban,man,30,other,4,1,employee,construction,small,0,48,2580,9,poor,0.1666667
urban,woman,26,other,4,0,,,,,,,10,poor,
urban,woman,10,other,4,0,,,,,,,4,poor,
urban,woman,2,other,4,0,,,,,,,,poor,
urban,man,33,other,4,1,employee,construction,medium,0,48,3600,12,poor,0.25
urban,woman,31,other,4,0,,,,,,,10,poor,
urban,woman,10,other,4,0,,,,,,,4,poor,
urban,woman,4,other,4,0,,,,,,,0,poor,
urban,woman,67,indigenous,1,0,,,,,,,4,notpoor,
urban,woman,35,other,7,0,,,,,,,1,poor,
urban,man,38,other,7,1,employee,manufacture,medium,0,63,3000,5,poor,0.9166667
urban,woman,17,other,7,0,,,,,,,10,poor,
urban,man,16,other,7,0,,,,,,,9,poor,
urban,man,13,other,7,0,,,,,,,6,poor,
urban,woman,10,other,7,0,,,,,,,4,poor,
urban,man,0,other,7,0,,,,,,,,poor,
urban,woman,28,indigenous,6,1,employee,services,,0,36,4500,1,poor,0.6666667
urban,man,11,indigenous,6,0,,,,,,,4,poor,
urban,woman,9,indigenous,6,0,,,,,,,3,poor,
urban,woman,8,indigenous,6,0,,,,,,,2,poor,
urban,man,5,indigenous,6,0,,,,,,,0,poor,
urban,woman,2,indigenous,6,0,,,,,,,,poor,
urban,man,44,indigenous,3,1,selfemployed,transportation,small,0,56,4350,3,notpoor,15
urban,woman,36,indigenous,3,1,selfemployed,trade,small,0,84,5400,3,notpoor,6
urban,man,13,indigenous,3,0,,,,,,,7,notpoor,
urban,man,29,indigenous,6,1,selfemployed,transportation,small,0,84,4350,5,notpoor,8
urban,woman,34,indigenous,6,1,employer,trade,small,0,36,4900,6,notpoor,5
urban,woman,14,indigenous,6,0,,,,,,,7,notpoor,
urban,woman,11,indigenous,6,0,,,,,,,5,notpoor,
urban,man,9,indigenous,6,0,,,,,,,2,notpoor,
urban,man,5,indigenous,6,0,,,,,,,0,notpoor,
urban,man,38,indigenous,6,1,employer,construction,small,0,48,6300,2,notpoor,0.3333333
urban,woman,30,indigenous,6,1,selfemployed,manufacture,small,0,30,2900,2,notpoor,2
urban,woman,9,indigenous,6,0,,,,,,,2,notpoor,
urban,man,7,indigenous,6,0,,,,,,,1,notpoor,
urban,woman,4,indigenous,6,0,,,,,,,0,notpoor,
urban,woman,3,indigenous,6,0,,,,,,,,notpoor,
urban,man,26,other,4,1,employee,construction,medium,0,60,3300,4,poor,0.0383583
urban,woman,24,other,4,0,,,,,,,12,poor,
urban,man,4,other,4,0,,,,,,,0,poor,
urban,man,0,other,4,0,,,,,,,,poor,
urban,man,54,other,5,1,employee,construction,small,0,48,2580,4,notpoor,0.0833333
urban,man,19,other,5,1,,,,0,,,12,notpoor,
urban,woman,26,other,5,1,,,,0,,,17,notpoor,
urban,man,8,other,5,0,,,,,,,2,notpoor,
urban,woman,82,other,5,0,,,,,,,,notpoor,
urban,man,56,indigenous,5,1,employee,construction,medium,0,60,3010,3,notpoor,0.0767165
urban,woman,52,other,5,0,,,,,,,0,notpoor,
urban,man,19,other,5,1,employee,trade,medium,0,48,2800,12,notpoor,0.3333333
urban,man,17,other,5,1,,,,0,,,9,notpoor,
urban,woman,10,other,5,0,,,,,,,3,notpoor,
urban,man,22,other,2,1,selfemployed,transportation,small,0,40,7200,13,notpoor,1
urban,woman,24,other,2,0,,,,,,,16,notpoor,
urban,man,53,indigenous,5,1,selfemployed,manufacture,small,0,32,2000,12,notpoor,8
urban,woman,51,other,5,1,selfemployed,trade,small,0,72,1420,12,notpoor,8
urban,woman,30,indigenous,5,1,employee,services,medium,1,22.5,2200,16,notpoor,0.9166667
urban,man,18,other,5,0,,,,,,,12,notpoor,
urban,woman,10,other,5,0,,,,,,,4,notpoor,
urban,man,56,other,4,1,selfemployed,transportation,small,0,72,5700,2,notpoor,4
urban,woman,43,other,4,0,,,,,,,3,notpoor,
urban,man,8,other,4,0,,,,,,,1,notpoor,
urban,woman,3,other,4,0,,,,,,,,notpoor,
urban,woman,37,other,5,1,selfemployed,agriculture,small,0,32,1800,4,poor,0.0191791
urban,woman,18,other,5,1,employee,manufacture,medium,0,21,2700,10,poor,1
urban,woman,2,other,5,0,,,,,,,,poor,
urban,woman,13,other,5,0,,,,,,,7,poor,
urban,woman,8,other,5,0,,,,,,,2,poor,
urban,man,19,other,3,1,employee,construction,medium,0,54,3000,9,notpoor,0.4166667
urban,woman,17,indigenous,3,0,,,,,,,9,notpoor,
urban,woman,0,other,3,0,,,,,,,,notpoor,
urban,man,27,other,3,1,employee,services,large,0,48,2500,5,notpoor,0.0575374
urban,woman,22,other,3,1,employee,manufacture,medium,0,50,1290,7,notpoor,4
urban,man,3,other,3,0,,,,,,,,notpoor,
urban,man,53,other,1,1,selfemployed,construction,small,0,48,4200,5,notpoor,0.25
urban,man,45,indigenous,5,1,selfemployed,agriculture,small,0,45,458.3333,5,poor,8
urban,woman,42,other,5,1,selfemployed,trade,small,0,48,940,5,poor,5
urban,woman,20,indigenous,5,0,,,,,,,12,poor,
urban,woman,10,other,5,0,,,,,,,5,poor,
urban,man,8,other,5,0,,,,,,,2,poor,
urban,man,44,other,4,1,selfemployed,construction,small,0,48,5800,10,notpoor,0.0383583
urban,woman,17,other,4,0,,,,,,,8,notpoor,
urban,woman,48,other,4,1,selfemployed,trade,small,0,22,2365,8,notpoor,10
urban,woman,16,other,4,0,,,,,,,10,notpoor,
urban,woman,35,other,1,1,selfemployed,trade,small,0,30,2997.1,,notpoor,2
urban,man,69,indigenous,1,1,selfemployed,trade,small,0,10,951,5,notpoor,5
urban,man,45,other,5,1,selfemployed,construction,small,0,48,4600,12,notpoor,0.0575374
urban,woman,45,other,5,0,,,,,,,5,notpoor,
urban,woman,22,other,5,1,employee,services,medium,0,35,4125,17,notpoor,0.6666667
urban,woman,20,other,5,0,,,,,,,13,notpoor,
urban,man,10,other,5,0,,,,,,,3,notpoor,
urban,woman,23,other,3,0,,,,,,,16,poor,
urban,woman,17,other,3,0,,,,,,,11,poor,
urban,woman,15,other,3,0,,,,,,,9,poor,
urban,man,70,other,2,1,selfemployed,trade,small,0,36,774,12,notpoor,5
urban,woman,67,other,2,0,,,,,,,8,notpoor,
urban,woman,79,other,1,0,,,,,,,0,notpoor,
urban,woman,59,other,1,1,selfemployed,trade,small,0,28,2150,5,notpoor,34
urban,woman,42,other,2,1,selfemployed,trade,small,0,60,1290,2,notpoor,3
urban,man,22,other,2,1,employee,trade,small,0,36,1800,13,notpoor,0.4166667
urban,woman,86,other,1,0,,,,,,,4,notpoor,
urban,woman,56,other,5,1,selfemployed,trade,small,0,84,1290,8,notpoor,35
urban,man,26,other,5,1,employee,services,small,0,20,2687.5,14,notpoor,5
